question,groundtruth,chatbot_response,similar_questions,accuracy
Bảo tàng Thành phố Hồ Chí Minh có diện tích bao nhiêu?,1.700m2,Bảo tàng Thành phố Hồ Chí Minh có diện tích khoảng 3.514m2.,"['Bảo tàng Thành phố Hồ Chí Minh được xây dựng vào năm nào?', 'Bảo tàng Thành phố Hồ Chí Minh có bao nhiêu hiện vật?', 'Bảo tàng Thành phố Hồ Chí Minh mở cửa vào thời gian nào?']",0
"Bảo tàng Thành phố Hồ Chí Minh có bao nhiêu hiện vật, hình ảnh và bản đồ?",Hơn 2000,"Bảo tàng Thành phố Hồ Chí Minh hiện quản lý 31.360 hiện vật, trong đó có 30.431 hiện vật trong kho và 929 hiện vật đang trưng bày; 16.739 hiện vật thể khối và 14.621 phim, ảnh, tài liệu khoa học phụ các loại.","['Bảo tàng Thành phố Hồ Chí Minh có bao nhiêu tầng?', 'Bảo tàng Thành phố Hồ Chí Minh được xây dựng vào năm nào?', 'Bảo tàng Thành phố Hồ Chí Minh có những đội ngũ thuyết minh viên nào?']",0
Bảo tàng Thành phố Hồ Chí Minh có đội ngũ thuyết minh viên hướng dẫn bằng ngôn ngữ nào?,Tiếng Việt và tiếng Anh,Bảo tàng Thành phố Hồ Chí Minh có đội ngũ thuyết minh viên hướng dẫn bằng 02 ngôn ngữ: Tiếng Việt và tiếng Anh.,"['Bảo tàng Thành phố Hồ Chí Minh có hướng dẫn viên nói tiếng nước ngoài không?', 'Ngôn ngữ nào được sử dụng bởi đội ngũ thuyết minh viên tại Bảo tàng Thành phố Hồ Chí Minh?', 'Có ngôn ngữ nào khác ngoài Tiếng Việt và tiếng Anh được sử dụng tại Bảo tàng Thành phố Hồ Chí Minh không?']",1
Bảo tàng Thành phố Hồ Chí Minh nằm ở đâu?,"Số 65, đường Lý Tự Trọng, Phường Bến Nghé, Quận 1","Bảo tàng Thành phố Hồ Chí Minh nằm tại số 65, đường Lý Tự Trọng, Phường Bến Nghé, Quận 1.","['Bảo tàng Thành phố Hồ Chí Minh ở địa chỉ nào?', 'Bảo tàng Thành phố Hồ Chí Minh đặt ở đâu?', 'Địa chỉ của Bảo tàng Thành phố Hồ Chí Minh là gì?']",1
Thời gian tham quan và hoạt động của Bảo tàng Thành phố Hồ Chí Minh là từ khi nào đến khi nào?,7:30 – 17:00 (mỗi ngày),Thời gian tham quan và hoạt động của Bảo tàng Thành phố Hồ Chí Minh là từ 7:30 đến 17:00 mỗi ngày.,"['Bảo tàng Thành phố Hồ Chí Minh hoạt động vào những ngày nào?', 'Thời gian mở cửa của Bảo tàng Thành phố Hồ Chí Minh là bao lâu?', 'Khi nào là thời gian thích hợp để tham quan Bảo tàng Thành phố Hồ Chí Minh?']",1
Chi phí tham quan Bảo tàng Thành phố Hồ Chí Minh là bao nhiêu?,30.000 đồng /vé/người,Chi phí tham quan Bảo tàng Thành phố Hồ Chí Minh là 30.000 đồng /vé/người.,"['Bảo tàng Thành phố Hồ Chí Minh được xây dựng vào năm nào?', 'Bảo tàng Thành phố Hồ Chí Minh có đội ngũ thuyết minh viên không?', 'Bảo tàng Thành phố Hồ Chí Minh có hoạt động vào thời gian nào?']",1
Phòng trưng bày Đấu tranh cách mạng 1954-1975 nằm ở đâu?,"UBND Quận 1, Bảo tàng TP.HCM",Phòng trưng bày Đấu tranh cách mạng 1954-1975 nằm tại Bảo tàng TP.HCM.,"['Bảo tàng TP.HCM có phòng trưng bày Đấu tranh cách mạng 1954-1975 không?', 'Ở đâu có phòng trưng bày về cuộc kháng chiến chống Mỹ ở Sài Gòn?', 'Bảo tàng TP.HCM có trưng bày về phong trào đấu tranh tại đô thị Sài Gòn không?']",1
Bảo tàng quản lý bao nhiêu hiện vật?,31.360,Bảo tàng quản lý 31.360 hiện vật.,"['Bảo tàng có bao nhiêu hiện vật?', 'Số lượng hiện vật trong bảo tàng là bao nhiêu?', 'Hiện vật trong bảo tàng được quản lý bao nhiêu?']",1
Hiện vật đang trưng bày có bao nhiêu?,929,Hiện vật đang trưng bày có 929 hiện vật.,"['Bảo tàng có bao nhiêu hiện vật?', 'Có bao nhiêu hiện vật đang trưng bày?', 'Số lượng hiện vật đang được trưng bày là bao nhiêu?']",1
Có bao nhiêu hiện vật thể khối?,16.739,16.739 hiện vật thể khối,"['Bảo tàng có bao nhiêu hiện vật?', 'Có bao nhiêu hiện vật đang trưng bày?', 'Bảo tàng chia hiện vật thành bao nhiêu sưu tập?']",1
"Có bao nhiêu hiện vật phim, ảnh, tài liệu khoa học phụ?",14.621,"Bảo tàng hiện quản lý 14.621 phim, ảnh, tài liệu khoa học phụ các loại.","['Bảo tàng hiện quản lý bao nhiêu hiện vật?', 'Bảo tàng có bao nhiêu sưu tập hiện vật?', 'Có bao nhiêu hiện vật văn hóa trong bảo tàng?']",1
Hiện vật loại hình chiến tranh cách mạng chiếm bao nhiêu phần trăm?,hơn 2/3,Không có thông tin về phần trăm chiếm của loại hình chiến tranh cách mạng trong văn bản.,"['Có bao nhiêu hiện vật loại hình chiến tranh cách mạng được trưng bày tại Bảo tàng Thành phố?', 'Bảo tàng Thành phố trưng bày những loại hình chiến tranh cách mạng nào?', 'Có bao nhiêu ảnh tiêu biểu về cuộc kháng chiến chống Mỹ được chọn lọc tại Bảo tàng Thành phố?']",0
Hiện vật văn hóa chiếm bao nhiêu phần trăm?,hơn 1/3,Hơn 1/3 hiện vật trong bảo tàng là hiện vật văn hóa.,"['Có bao nhiêu hiện vật trong bảo tàng?', 'Bảo tàng có chia hiện vật thành bao nhiêu sưu tập?', 'Bảo tàng có bảo quản hiện vật như thế nào?']",1
Bảo tàng chia hiện vật thành bao nhiêu sưu tập?,24,"Bảo tàng chia hiện vật thành 24 sưu tập theo chủ đề hoặc theo chất liệu, trong đó có 6 sưu tập hiện vật quí hiếm.","['Bảo tàng có bao nhiêu sưu tập?', 'Hiện vật trong bảo tàng được chia thành những nhóm nào?', 'Có những sưu tập nào trong bảo tàng?']",1
Có bao nhiêu sưu tập hiện vật quí hiếm?,6,Bảo tàng có 6 sưu tập hiện vật quí hiếm.,"['Bảo tàng có bao nhiêu sưu tập hiện vật?', 'Có những sưu tập nào trong bảo tàng?', 'Hiện vật quí hiếm trong bảo tàng là gì?']",1
Bảo tàng có bao nhiêu đầu sách chuyên đề về phụ nữ?,trên 11.000,Bảo tàng có 11 đầu sách chuyên đề về phụ nữ.,"['Bảo tàng có những chuyên đề nào về phụ nữ?', 'Bảo tàng trưng bày những gì về phụ nữ?', 'Có bao nhiêu chuyên đề về phụ nữ trong bảo tàng?']",0
Mỗi năm bảo tàng tổ chức bao nhiêu cuộc trưng bày lưu động?,từ 3 đến 5,Mỗi năm bảo tàng tổ chức từ 3 đến 5 cuộc trưng bày lưu động.,"['Bảo tàng Tôn Đức Thắng có bao nhiêu phòng trưng bày?', 'Bảo tàng Áo Dài mở cửa vào lúc nào?', 'Bảo tàng có tổng diện tích bao nhiêu?']",1
Bảo tàng đã thu hút được bao nhiêu lượt khách đến tham quan?,hơn 3 triệu,"Đến nay, đã có hơn 3 triệu lượt khách đến tham quan và tham gia những hoạt động của Bảo tàng trong đó có hơn 4.000 đoàn khách trong nước và gần 1.500 đoàn khách quốc tế, trên 50 đoàn lãnh đạo cao cấp trong và ngoài nước.","['Bảo tàng đã tổ chức bao nhiêu cuộc trưng bày lưu động mỗi năm?', 'Bảo tàng có diện tích bao nhiêu?', 'Bảo tàng đang bảo quản bao nhiêu hiện vật?']",1
Hồ Con Rùa ở đâu?,Hồ Con Rùa ở trung tâm Thành phố Hồ Chí Minh.,Hồ Con Rùa ở trung tâm Thành phố Hồ Chí Minh.,"['Hồ Con Rùa có tên chính thức là gì?', 'Hồ Con Rùa được trùng tu và chỉnh trang vào thời gian nào?', 'Xung quanh Hồ Con Rùa tập trung những gì?']",1
Hồ Con Rùa có tên chính thức là gì?,Hồ Con Rùa có tên chính thức là Công trường Quốc tế.,Hồ Con Rùa có tên chính thức là Công trường Quốc tế.,"['Hồ Con Rùa nằm ở đâu?', 'Hồ Con Rùa được trùng tu và chỉnh trang vào thời gian nào?', 'Tại sao Hồ Con Rùa có tên gọi như vậy?']",1
Hồ Con Rùa là nút giao của những tuyến đường nào?,"Hồ Con Rùa là nút giao của các tuyến đường Phạm Ngọc Thạch, Trần Cao Vân và Võ Văn Tần.","Hồ Con Rùa là nút giao của các tuyến đường Phạm Ngọc Thạch, Trần Cao Vân và Võ Văn Tần.","['Hồ Con Rùa nằm ở đâu?', 'Hồ Con Rùa có tên chính thức là gì?', 'Hồ Con Rùa có những công trình nổi tiếng nào?']",1
Khu vực xung quanh Hồ Con Rùa có những gì?,"Khu vực xung quanh Hồ Con Rùa tập trung rất nhiều nhà hàng, quán bar, cà phê.","Khu vực xung quanh Hồ Con Rùa tập trung rất nhiều nhà hàng, quán bar và cà phê. Vì vậy, khu vực này luôn nhộn nhịp từ sáng đến khuya.","['Có nhà hàng nào xung quanh Hồ Con Rùa không?', 'Có quán bar nào gần Hồ Con Rùa không?', 'Có cà phê nào ở gần Hồ Con Rùa không?']",1
Hồ Con Rùa được trùng tu và chỉnh trang trong những năm nào?,Hồ Con Rùa được trùng tu và chỉnh trang trong những năm 1970 đến 1974.,Trong những năm 1970 đến 1974,"['Hồ Con Rùa được trùng tu và chỉnh trang trong thời gian nào?', 'Khi nào Hồ Con Rùa được trùng tu và chỉnh trang?', 'Trùng tu và chỉnh trang Hồ Con Rùa diễn ra vào thời gian nào?']",1
Có bao nhiêu cột bê tông được dựng thêm và điều chỉnh trong Hồ Con Rùa?,Trong Hồ Con Rùa có dựng thêm và điều chỉnh 5 cột bê tông.,"Trong Hồ Con Rùa, có 5 cột bê tông được dựng thêm và điều chỉnh.","['Hồ Con Rùa ở đâu?', 'Hồ Con Rùa có tên chính thức là gì?', 'Hồ Con Rùa có những tiện ích gì xung quanh?']",1
Cột bê tông trong Hồ Con Rùa có hình dạng như thế nào?,Cột bê tông trong Hồ Con Rùa có hình dạng giống như các cánh hoa đón đỡ một nhụy hoa.,Cột bê tông trong Hồ Con Rùa có dạng năm bàn tay xòe ra giống như các cánh hoa đón đỡ một nhụy hoa.,"['Hồ Con Rùa ở đâu?', 'Hồ Con Rùa có tên chính thức là gì?', 'Hồ Con Rùa có gì xung quanh?']",0
Bom Địa chấn BLU - 82B có đường kính bao nhiêu?,"1,37 mét","Đường kính của bom Địa chấn BLU - 82B là 1,37 mét.","['Bom Địa chấn BLU - 82B có trọng lượng bao nhiêu?', 'Bảo tàng Chứng tích chiến tranh hoạt động vào thời gian nào?', 'Địa chỉ của Di tích Hầm chứa vũ khí bí mật của Biệt động Sài Gòn là gì?']",1
Bom 250 LBS có ký hiệu gì?,MK81 mod 1 (GP 250 LBS),Bom 250 LBS có ký hiệu MK81 mod 1 (GP 250 LBS).,"['Bom 250 LBS có ký hiệu gì?', 'Bom 250 LBS được ghi ký hiệu như thế nào?', 'Ký hiệu của bom 250 LBS là gì?']",1
"Bom bi đánh xe cơ giới, tàu hỏa, tàu xuồng vật liệu, sát thương người, súc vật ở ngoài công sự và công sự không có nắp?",Đúng,"Bom bi đánh xe cơ giới, tàu hỏa, tàu xuồng vật liệu, sát thương người, súc vật ở ngoài công sự và công sự không có nắp là một loại bom được sử dụng trong chiến tranh để tấn công các phương tiện giao thông và hủy diệt các mục tiêu không quân địch.","['Bom bi đánh xe cơ giới được sử dụng để tấn công gì?', 'Bom bi đánh tàu hỏa và tàu xuồng vật liệu là loại bom gì?', 'Bom bi đánh súc vật ở ngoài công sự là loại bom nào?']",1
Bảo tàng Chứng tích chiến tranh là không gian chuyên đề để làm gì?,"Sưu tầm, lưu trữ và trưng bày hơn 20.000 tư liệu, hình ảnh, hiện vật về những chứng tích và hậu quả của các cuộc chiến tranh tại Việt Nam giai đoạn cận đại.","Bảo tàng Chứng tích chiến tranh là không gian chuyên đề sưu tầm, lưu trữ và trưng bày hơn 20.000 tư liệu, hình ảnh, hiện vật về những chứng tích và hậu quả của các cuộc chiến tranh tại Việt Nam giai đoạn cận đại.","['Bảo tàng Chứng tích chiến tranh có bao nhiêu tư liệu, hiện vật?', 'Bảo tàng Chứng tích chiến tranh trưng bày những chủ đề nào?', 'Bảo tàng Chứng tích chiến tranh hoạt động vào thời gian nào?']",1
Bảo tàng Chứng tích chiến tranh nằm ở địa chỉ nào?,"26, đường Võ Văn Tần, phường Võ Thị Sáu, Quận 3.","Bảo tàng Chứng tích chiến tranh nằm ở địa chỉ 26, đường Võ Văn Tần, phường Võ Thị Sáu, Quận 3.","['Bảo tàng Chứng tích chiến tranh hoạt động vào thời gian nào?', 'Bảo tàng Chứng tích chiến tranh có bao nhiêu tư liệu, hiện vật?', 'Bảo tàng Chứng tích chiến tranh trưng bày những chủ đề nào?']",1
"Thời gian hoạt động của Bảo tàng Chứng tích chiến tranh là từ thứ 2 đến chủ nhật và ngày lễ, tết?",Đúng,"Đúng, thời gian hoạt động của Bảo tàng Chứng tích chiến tranh là từ thứ 2 đến chủ nhật và ngày lễ, tết.","['Bảo tàng Chứng tích chiến tranh hoạt động vào thời gian nào?', 'Bảo tàng Chứng tích chiến tranh mở cửa vào ngày nào?', 'Bảo tàng Chứng tích chiến tranh hoạt động vào thứ mấy?']",1
Bộ sưu tập xe tăng của Bảo tàng Chứng tích chiến tranh bao gồm những loại xe tăng nào?,"Xe tăng M.48, xe tăng M.41, thiết vận xa phun lửa M.132 A1, xe ủi đất D7",Bảo tàng Chứng tích chiến tranh có bộ sưu tập xe tăng gồm xe tăng M.48 và xe tăng M.41.,"['Bảo tàng Chứng tích chiến tranh có bộ sưu tập gì khác ngoài xe tăng?', 'Bảo tàng Chứng tích chiến tranh có địa chỉ ở đâu?', 'Thời gian hoạt động của Bảo tàng Chứng tích chiến tranh là khi nào?']",0
Chuyên đề Hậu quả chất độc da cam trong chiến tranh Việt Nam có bao nhiêu hiện vật?,20,Chuyên đề Hậu quả chất độc da cam trong chiến tranh Việt Nam có 20 hiện vật.,"['Bảo tàng Chứng tích chiến tranh có bao nhiêu hiện vật?', 'Chuyên đề Hậu quả chất độc da cam trong chiến tranh Việt Nam trưng bày những gì?', 'Bảo tàng Chứng tích chiến tranh trưng bày những chủ đề nào?']",1
Chuyên đề Hậu quả chất độc da cam trong chiến tranh Việt Nam trưng bày những gì?,"Hình ảnh, tư liệu, hiện vật và hậu quả chất độc hóa học do quân đội Mỹ gây ra và sự vượt khó vươn lên của các nạn nhân chất độc da cam/dioxin Việt Nam.","Chuyên đề Hậu quả chất độc da cam trong chiến tranh Việt Nam trưng bày hình ảnh, tư liệu, hiện vật và hậu quả chất độc hóa học do quân đội Mỹ gây ra và sự vượt khó vươn lên của các nạn nhân chất độc da cam/dioxin Việt Nam.","['Bảo tàng Chứng tích chiến tranh trưng bày những gì?', 'Chuyên đề Hậu quả chất độc da cam có gì đặc biệt?', 'Hậu quả chất độc da cam trong chiến tranh Việt Nam được trưng bày ở đâu?']",1
Kiến trúc nhà hát thu hút từ những gì?,"Những bức tượng chạm trổ tinh tế, đèn chùm pha lê rực rỡ, sàn đá granit sáng bóng đại sảnh.","Nhà hát thu hút từ những bức tượng chạm trổ tinh tế, đèn chùm pha lê rực rỡ, cho đến sàn đá granit sáng bóng đại sảnh.","['Những yếu tố nào làm cho kiến trúc nhà hát thu hút?', 'Nhà hát có những điểm nổi bật nào về kiến trúc?', 'Những yếu tố nào tạo nên sự đặc biệt của kiến trúc nhà hát?']",1
